"rating__-","title","body"
"3.0 out of 5 stars","Defective or Used product","Edge and joints looks dirty and used, Defective product or may be used I’m getting defective or used product Kindly replace my product"
"3.0 out of 5 stars","Bill","I want bill of my airpods."
"3.0 out of 5 stars","Good product, by sometimes issue while talking in calls","Having issue while talking in calls, the other person is having problem in hearing me"
"3.0 out of 5 stars","Don't buy to use it with Android","Don't buy to use it with Android"
"3.0 out of 5 stars","I want to know whether its airpods 1st gen or 2nd gen","I want to know whether its airpods 1st gen or 2nd gen"
"3.0 out of 5 stars","All good but have Mic issue","Facing Mic issue. The other perosn hear disturbance."
"3.0 out of 5 stars","Not value for this money","Not value for money and nothing extra compared local one 1k rupees it’s just too high cost not worth for the price better buy something around 4-5k that’s more professional than this price"
"3.0 out of 5 stars","Review","Sound quality is not good as compared to Bose."
"3.0 out of 5 stars","Im not satisfied with this product","Product was unathorised its cap was exchangs with another duplicate cap"
"3.0 out of 5 stars","Not worth the price and the hype","Not worth the price"
"3.0 out of 5 stars","Defective or Used product","Edge and joints looks dirty and used, Defective product or may be used I’m getting defective or used product Kindly replace my product"
"3.0 out of 5 stars","Bill","I want bill of my airpods."
"3.0 out of 5 stars","Good product, by sometimes issue while talking in calls","Having issue while talking in calls, the other person is having problem in hearing me"
"3.0 out of 5 stars","Don't buy to use it with Android","Don't buy to use it with Android"
"3.0 out of 5 stars","I want to know whether its airpods 1st gen or 2nd gen","I want to know whether its airpods 1st gen or 2nd gen"
"3.0 out of 5 stars","All good but have Mic issue","Facing Mic issue. The other perosn hear disturbance."
"3.0 out of 5 stars","Not value for this money","Not value for money and nothing extra compared local one 1k rupees it’s just too high cost not worth for the price better buy something around 4-5k that’s more professional than this price"
"3.0 out of 5 stars","Review","Sound quality is not good as compared to Bose."
"3.0 out of 5 stars","Im not satisfied with this product","Product was unathorised its cap was exchangs with another duplicate cap"
"3.0 out of 5 stars","Another overpriced apple product","Everything is good but way too much overpriced"
"3.0 out of 5 stars","ok product but over price","ok product but over price"
"3.0 out of 5 stars","Ok ok.","This product is ok ok. This airpod have many problem regarding connectivity. Some time phone shown airpod is connected. Some time iphone does not detect airpod but already connected."
"3.0 out of 5 stars","One side of AirPods not working","It’s just been 2 months and one side of the AirPods doesn’t work Need help What to do now ?"
"3.0 out of 5 stars","Unable to get check tha Airpod’s warranty from apple site","Unable to get check tha Airpod’s warranty from apple site, and Purchase date also not being accepted."
"3.0 out of 5 stars","Try not to buy","Not even a month is completed got to know my mic is not working hell out of performance"
"3.0 out of 5 stars","Not working properly","I don’t like this product as after 1 month it’s getting bizarre..... left one is not working properly help me out to replace it soon"
"3.0 out of 5 stars","Replacement for scratched product","I got a damage product the case has 2 minor scratches rest everything is good i want to get replacement for this"
"3.0 out of 5 stars","Not Supported to Android Mobile Phones","This Apple product is not Supported to All Android Mobile Phones"
"3.0 out of 5 stars","mic issue","i had facing mic issue last two months I'll go for applecare for it but they didn't resolve my problem."
"3.0 out of 5 stars","Good product but battery life could have being better","Battery life isn’t good and have to charge it multiple times in every couple of hours."
"3.0 out of 5 stars","Poor connections","not able to hear audio and video at same time 👊🏽👎🏽👎🏽"
"3.0 out of 5 stars","Not a great product","not a very great product , battery life is very disappointing"
"3.0 out of 5 stars","Not good","It's not accurate not finished as well as not working properly"
"3.0 out of 5 stars","AirPods reviews","Overall not worth 12000 plus"
"3.0 out of 5 stars","Show off item","Falls frequently from my ears"
"3.0 out of 5 stars","Pre activated pcs","It’s already pre activated"
"3.0 out of 5 stars","Left speaker not working in 3 months","Within 3 months left speaker not working."
"3.0 out of 5 stars","Left air bord problem ok plz reten","Left apply air bord problem ok"
"3.0 out of 5 stars","Charging case battery","Case battery drains fast even without using it"
"3.0 out of 5 stars","Good","Good"
"3.0 out of 5 stars","Worst product recieved from seller","I ordered 2 times both were having manufacturing defect"
"3.0 out of 5 stars","Not value for money","Not a value for money product"
"3.0 out of 5 stars","Good","Vry good quality!"
"3.0 out of 5 stars","Ok","It’s not working properly"
"3.0 out of 5 stars","Jelly good","Welly good ploduct"
"3.0 out of 5 stars","It's average","It's average"
"3.0 out of 5 stars","Good but not bad","Overall good"
"3.0 out of 5 stars","Good","Good"
"3.0 out of 5 stars","Helpful","Gud product"
"3.0 out of 5 stars","Not a good product","After 2 months of buying this, one of the airpods stopped working. Unfortunately this was a gift that wasn't opened until March 2020 after which due to lockdown we were unable to get it sorted. I do not expect this from an apple product."
"3.0 out of 5 stars","Two Years LIFE for 15k?","Its a LONG TERM review!! So read till the END. It will LAST FOR TWO YEARS. It was bought by me in Aug 2018. Yes, 2 years back. It was my third apple product, after iPhone 7, and watch series 3. About the product: 1.Design: 3.5/5. >>2. Build 4/5. >>3.Audio Quality: 3.5/5. >>4.Bluetooth Connectivity: 4.5/5 5.Battery: 4/5 >>6.Noise Cancellation: 3/5 >>7.Longevity:2/5  All good. But the BIGGEST ISSUE. Since its so compact, its battery is compact as well. So it started after around 1 year, 8 months after purchase the BATTERY started getting drained badly.  And now exactly after 2 years, it lasts for around 75mins. the battery can not be replaced. So it has a life of 24months max. So if you are willing to pay 13k(i had paid 15k) for a headphone that lasts 2 years, its a GREAT BUY. Seamless connectivity across the Apple ecosystem, and great Bluetooth connectivity. When it was new it gave around 4hrs of backup in one charge."
"3.0 out of 5 stars","Charging","Left piece of the ear phone is not getting charged 100% and always showing low battery. Double tap is not functioning."
"3.0 out of 5 stars","Highly priced","Flipkart sells it at a better price."
"3.0 out of 5 stars","Close to perfect !","I have been a daily user of AirPods pas 2 and a half year . I am not an audiophile but I have an issue with all headphone and earphones use if it’s more than an hour . AirPods have such good design that I never felt an issue . Sound quality is close to awesome , I mean it is best that one could expect from a open set of earphones . This can be used as a daily driver .  The only issue I observed with AirPods is its battery life post 1.5 years of usage . I have to get a new piece after 18 months as after a single charge they could work at best to 30 minutes which is not at all acceptable .  After spending huge amount one would expect atleast 1 hour of use post one full charge ( only earbuds , not case ). At present Apple doesn’t has a battery or earbud replacement program . The cost of replacing two earbuds is same as buying a new one . Over all it’s a good buy if you are planning to use it for 1-2 year . If you are someone who expects a long life from electronics -2-3 years . This isn’t a right choice ."
"3.0 out of 5 stars","Okay okay 👌","Sounds quality good, battery life also good, value of money but after some time 🕒 lil bit battery life low but it's okay iPhone ho aur airpods na ho esa ho hi nhi sakta"
"3.0 out of 5 stars","Not worth the price and the hype","Not worth the price"
"3.0 out of 5 stars","Defective or Used product","Edge and joints looks dirty and used, Defective product or may be used I’m getting defective or used product Kindly replace my product"
"3.0 out of 5 stars","Bill","I want bill of my airpods."
"3.0 out of 5 stars","Good product, by sometimes issue while talking in calls","Having issue while talking in calls, the other person is having problem in hearing me"
"3.0 out of 5 stars","Don't buy to use it with Android","Don't buy to use it with Android"
"3.0 out of 5 stars","I want to know whether its airpods 1st gen or 2nd gen","I want to know whether its airpods 1st gen or 2nd gen"
"3.0 out of 5 stars","All good but have Mic issue","Facing Mic issue. The other perosn hear disturbance."
"3.0 out of 5 stars","Not value for this money","Not value for money and nothing extra compared local one 1k rupees it’s just too high cost not worth for the price better buy something around 4-5k that’s more professional than this price"
"3.0 out of 5 stars","Review","Sound quality is not good as compared to Bose."
"3.0 out of 5 stars","Im not satisfied with this product","Product was unathorised its cap was exchangs with another duplicate cap"
"3.0 out of 5 stars","Not worth the price and the hype","Not worth the price"
"3.0 out of 5 stars","Defective or Used product","Edge and joints looks dirty and used, Defective product or may be used I’m getting defective or used product Kindly replace my product"
"3.0 out of 5 stars","Bill","I want bill of my airpods."
"3.0 out of 5 stars","Good product, by sometimes issue while talking in calls","Having issue while talking in calls, the other person is having problem in hearing me"
"3.0 out of 5 stars","Don't buy to use it with Android","Don't buy to use it with Android"
"3.0 out of 5 stars","I want to know whether its airpods 1st gen or 2nd gen","I want to know whether its airpods 1st gen or 2nd gen"
"3.0 out of 5 stars","All good but have Mic issue","Facing Mic issue. The other perosn hear disturbance."
"3.0 out of 5 stars","Not value for this money","Not value for money and nothing extra compared local one 1k rupees it’s just too high cost not worth for the price better buy something around 4-5k that’s more professional than this price"
"3.0 out of 5 stars","Review","Sound quality is not good as compared to Bose."
"3.0 out of 5 stars","Im not satisfied with this product","Product was unathorised its cap was exchangs with another duplicate cap"
"3.0 out of 5 stars","Another overpriced apple product","Everything is good but way too much overpriced"
"3.0 out of 5 stars","ok product but over price","ok product but over price"
"3.0 out of 5 stars","Ok ok.","This product is ok ok. This airpod have many problem regarding connectivity. Some time phone shown airpod is connected. Some time iphone does not detect airpod but already connected."
"3.0 out of 5 stars","One side of AirPods not working","It’s just been 2 months and one side of the AirPods doesn’t work Need help What to do now ?"
"3.0 out of 5 stars","Unable to get check tha Airpod’s warranty from apple site","Unable to get check tha Airpod’s warranty from apple site, and Purchase date also not being accepted."
"3.0 out of 5 stars","Try not to buy","Not even a month is completed got to know my mic is not working hell out of performance"
"3.0 out of 5 stars","Not working properly","I don’t like this product as after 1 month it’s getting bizarre..... left one is not working properly help me out to replace it soon"
"3.0 out of 5 stars","Replacement for scratched product","I got a damage product the case has 2 minor scratches rest everything is good i want to get replacement for this"
"3.0 out of 5 stars","Not Supported to Android Mobile Phones","This Apple product is not Supported to All Android Mobile Phones"
"3.0 out of 5 stars","mic issue","i had facing mic issue last two months I'll go for applecare for it but they didn't resolve my problem."
"3.0 out of 5 stars","Good product but battery life could have being better","Battery life isn’t good and have to charge it multiple times in every couple of hours."
"3.0 out of 5 stars","Poor connections","not able to hear audio and video at same time 👊🏽👎🏽👎🏽"
"3.0 out of 5 stars","Not a great product","not a very great product , battery life is very disappointing"
"3.0 out of 5 stars","Not good","It's not accurate not finished as well as not working properly"
"3.0 out of 5 stars","AirPods reviews","Overall not worth 12000 plus"
"3.0 out of 5 stars","Show off item","Falls frequently from my ears"
"3.0 out of 5 stars","Pre activated pcs","It’s already pre activated"
"3.0 out of 5 stars","Left speaker not working in 3 months","Within 3 months left speaker not working."
"3.0 out of 5 stars","Left air bord problem ok plz reten","Left apply air bord problem ok"
"3.0 out of 5 stars","Charging case battery","Case battery drains fast even without using it"
"3.0 out of 5 stars","Good","Good"
"3.0 out of 5 stars","Worst product recieved from seller","I ordered 2 times both were having manufacturing defect"
"3.0 out of 5 stars","Not value for money","Not a value for money product"
"3.0 out of 5 stars","Good","Vry good quality!"
"3.0 out of 5 stars","Ok","It’s not working properly"
"3.0 out of 5 stars","Jelly good","Welly good ploduct"
"3.0 out of 5 stars","It's average","It's average"
"3.0 out of 5 stars","Good but not bad","Overall good"
"3.0 out of 5 stars","Good","Good"
"3.0 out of 5 stars","Helpful","Gud product"
"3.0 out of 5 stars","Not a good product","After 2 months of buying this, one of the airpods stopped working. Unfortunately this was a gift that wasn't opened until March 2020 after which due to lockdown we were unable to get it sorted. I do not expect this from an apple product."
"3.0 out of 5 stars","Two Years LIFE for 15k?","Its a LONG TERM review!! So read till the END. It will LAST FOR TWO YEARS. It was bought by me in Aug 2018. Yes, 2 years back. It was my third apple product, after iPhone 7, and watch series 3. About the product: 1.Design: 3.5/5. >>2. Build 4/5. >>3.Audio Quality: 3.5/5. >>4.Bluetooth Connectivity: 4.5/5 5.Battery: 4/5 >>6.Noise Cancellation: 3/5 >>7.Longevity:2/5  All good. But the BIGGEST ISSUE. Since its so compact, its battery is compact as well. So it started after around 1 year, 8 months after purchase the BATTERY started getting drained badly.  And now exactly after 2 years, it lasts for around 75mins. the battery can not be replaced. So it has a life of 24months max. So if you are willing to pay 13k(i had paid 15k) for a headphone that lasts 2 years, its a GREAT BUY. Seamless connectivity across the Apple ecosystem, and great Bluetooth connectivity. When it was new it gave around 4hrs of backup in one charge."
"3.0 out of 5 stars","Charging","Left piece of the ear phone is not getting charged 100% and always showing low battery. Double tap is not functioning."
"3.0 out of 5 stars","Highly priced","Flipkart sells it at a better price."
"3.0 out of 5 stars","Close to perfect !","I have been a daily user of AirPods pas 2 and a half year . I am not an audiophile but I have an issue with all headphone and earphones use if it’s more than an hour . AirPods have such good design that I never felt an issue . Sound quality is close to awesome , I mean it is best that one could expect from a open set of earphones . This can be used as a daily driver .  The only issue I observed with AirPods is its battery life post 1.5 years of usage . I have to get a new piece after 18 months as after a single charge they could work at best to 30 minutes which is not at all acceptable .  After spending huge amount one would expect atleast 1 hour of use post one full charge ( only earbuds , not case ). At present Apple doesn’t has a battery or earbud replacement program . The cost of replacing two earbuds is same as buying a new one . Over all it’s a good buy if you are planning to use it for 1-2 year . If you are someone who expects a long life from electronics -2-3 years . This isn’t a right choice ."
"3.0 out of 5 stars","Okay okay 👌","Sounds quality good, battery life also good, value of money but after some time 🕒 lil bit battery life low but it's okay iPhone ho aur airpods na ho esa ho hi nhi sakta"
"3.0 out of 5 stars","Not worth the price and the hype","Not worth the price"
"3.0 out of 5 stars","Defective or Used product","Edge and joints looks dirty and used, Defective product or may be used I’m getting defective or used product Kindly replace my product"
"3.0 out of 5 stars","Bill","I want bill of my airpods."
"3.0 out of 5 stars","Good product, by sometimes issue while talking in calls","Having issue while talking in calls, the other person is having problem in hearing me"
"3.0 out of 5 stars","Don't buy to use it with Android","Don't buy to use it with Android"
"3.0 out of 5 stars","I want to know whether its airpods 1st gen or 2nd gen","I want to know whether its airpods 1st gen or 2nd gen"
"3.0 out of 5 stars","All good but have Mic issue","Facing Mic issue. The other perosn hear disturbance."
"3.0 out of 5 stars","Not value for this money","Not value for money and nothing extra compared local one 1k rupees it’s just too high cost not worth for the price better buy something around 4-5k that’s more professional than this price"
"3.0 out of 5 stars","Review","Sound quality is not good as compared to Bose."
"3.0 out of 5 stars","Im not satisfied with this product","Product was unathorised its cap was exchangs with another duplicate cap"
"3.0 out of 5 stars","Not worth the price and the hype","Not worth the price"
"3.0 out of 5 stars","Defective or Used product","Edge and joints looks dirty and used, Defective product or may be used I’m getting defective or used product Kindly replace my product"
"3.0 out of 5 stars","Bill","I want bill of my airpods."
"3.0 out of 5 stars","Good product, by sometimes issue while talking in calls","Having issue while talking in calls, the other person is having problem in hearing me"
"3.0 out of 5 stars","Don't buy to use it with Android","Don't buy to use it with Android"
"3.0 out of 5 stars","I want to know whether its airpods 1st gen or 2nd gen","I want to know whether its airpods 1st gen or 2nd gen"
"3.0 out of 5 stars","All good but have Mic issue","Facing Mic issue. The other perosn hear disturbance."
"3.0 out of 5 stars","Not value for this money","Not value for money and nothing extra compared local one 1k rupees it’s just too high cost not worth for the price better buy something around 4-5k that’s more professional than this price"
"3.0 out of 5 stars","Review","Sound quality is not good as compared to Bose."
"3.0 out of 5 stars","Im not satisfied with this product","Product was unathorised its cap was exchangs with another duplicate cap"
"3.0 out of 5 stars","Another overpriced apple product","Everything is good but way too much overpriced"
"3.0 out of 5 stars","ok product but over price","ok product but over price"
"3.0 out of 5 stars","Ok ok.","This product is ok ok. This airpod have many problem regarding connectivity. Some time phone shown airpod is connected. Some time iphone does not detect airpod but already connected."
"3.0 out of 5 stars","One side of AirPods not working","It’s just been 2 months and one side of the AirPods doesn’t work Need help What to do now ?"
"3.0 out of 5 stars","Unable to get check tha Airpod’s warranty from apple site","Unable to get check tha Airpod’s warranty from apple site, and Purchase date also not being accepted."
"3.0 out of 5 stars","Try not to buy","Not even a month is completed got to know my mic is not working hell out of performance"
"3.0 out of 5 stars","Not working properly","I don’t like this product as after 1 month it’s getting bizarre..... left one is not working properly help me out to replace it soon"
"3.0 out of 5 stars","Replacement for scratched product","I got a damage product the case has 2 minor scratches rest everything is good i want to get replacement for this"
"3.0 out of 5 stars","Not Supported to Android Mobile Phones","This Apple product is not Supported to All Android Mobile Phones"
"3.0 out of 5 stars","mic issue","i had facing mic issue last two months I'll go for applecare for it but they didn't resolve my problem."
"3.0 out of 5 stars","Good product but battery life could have being better","Battery life isn’t good and have to charge it multiple times in every couple of hours."
"3.0 out of 5 stars","Poor connections","not able to hear audio and video at same time 👊🏽👎🏽👎🏽"
"3.0 out of 5 stars","Not a great product","not a very great product , battery life is very disappointing"
"3.0 out of 5 stars","Not good","It's not accurate not finished as well as not working properly"
"3.0 out of 5 stars","AirPods reviews","Overall not worth 12000 plus"
"3.0 out of 5 stars","Show off item","Falls frequently from my ears"
"3.0 out of 5 stars","Pre activated pcs","It’s already pre activated"
"3.0 out of 5 stars","Left speaker not working in 3 months","Within 3 months left speaker not working."
"3.0 out of 5 stars","Left air bord problem ok plz reten","Left apply air bord problem ok"
"3.0 out of 5 stars","Charging case battery","Case battery drains fast even without using it"
"3.0 out of 5 stars","Good","Good"
"3.0 out of 5 stars","Worst product recieved from seller","I ordered 2 times both were having manufacturing defect"
"3.0 out of 5 stars","Not value for money","Not a value for money product"
"3.0 out of 5 stars","Good","Vry good quality!"
"3.0 out of 5 stars","Ok","It’s not working properly"
"3.0 out of 5 stars","Jelly good","Welly good ploduct"
"3.0 out of 5 stars","It's average","It's average"
"3.0 out of 5 stars","Good but not bad","Overall good"
"3.0 out of 5 stars","Good","Good"
"3.0 out of 5 stars","Helpful","Gud product"
"3.0 out of 5 stars","Not worth the price and the hype","Not worth the price"
"3.0 out of 5 stars","Defective or Used product","Edge and joints looks dirty and used, Defective product or may be used I’m getting defective or used product Kindly replace my product"
"3.0 out of 5 stars","Bill","I want bill of my airpods."
"3.0 out of 5 stars","Good product, by sometimes issue while talking in calls","Having issue while talking in calls, the other person is having problem in hearing me"
"3.0 out of 5 stars","Don't buy to use it with Android","Don't buy to use it with Android"
"3.0 out of 5 stars","I want to know whether its airpods 1st gen or 2nd gen","I want to know whether its airpods 1st gen or 2nd gen"
"3.0 out of 5 stars","All good but have Mic issue","Facing Mic issue. The other perosn hear disturbance."
"3.0 out of 5 stars","Not value for this money","Not value for money and nothing extra compared local one 1k rupees it’s just too high cost not worth for the price better buy something around 4-5k that’s more professional than this price"
"3.0 out of 5 stars","Review","Sound quality is not good as compared to Bose."
"3.0 out of 5 stars","Im not satisfied with this product","Product was unathorised its cap was exchangs with another duplicate cap"
"3.0 out of 5 stars","Another overpriced apple product","Everything is good but way too much overpriced"
"3.0 out of 5 stars","ok product but over price","ok product but over price"
"3.0 out of 5 stars","Ok ok.","This product is ok ok. This airpod have many problem regarding connectivity. Some time phone shown airpod is connected. Some time iphone does not detect airpod but already connected."
"3.0 out of 5 stars","One side of AirPods not working","It’s just been 2 months and one side of the AirPods doesn’t work Need help What to do now ?"
"3.0 out of 5 stars","Unable to get check tha Airpod’s warranty from apple site","Unable to get check tha Airpod’s warranty from apple site, and Purchase date also not being accepted."
"3.0 out of 5 stars","Try not to buy","Not even a month is completed got to know my mic is not working hell out of performance"
"3.0 out of 5 stars","Not working properly","I don’t like this product as after 1 month it’s getting bizarre..... left one is not working properly help me out to replace it soon"
"3.0 out of 5 stars","Replacement for scratched product","I got a damage product the case has 2 minor scratches rest everything is good i want to get replacement for this"
"3.0 out of 5 stars","Not Supported to Android Mobile Phones","This Apple product is not Supported to All Android Mobile Phones"
"3.0 out of 5 stars","mic issue","i had facing mic issue last two months I'll go for applecare for it but they didn't resolve my problem."
"3.0 out of 5 stars","Good product but battery life could have being better","Battery life isn’t good and have to charge it multiple times in every couple of hours."
"3.0 out of 5 stars","Poor connections","not able to hear audio and video at same time 👊🏽👎🏽👎🏽"
"3.0 out of 5 stars","Not a great product","not a very great product , battery life is very disappointing"
"3.0 out of 5 stars","Not good","It's not accurate not finished as well as not working properly"
"3.0 out of 5 stars","AirPods reviews","Overall not worth 12000 plus"
"3.0 out of 5 stars","Show off item","Falls frequently from my ears"
"3.0 out of 5 stars","Pre activated pcs","It’s already pre activated"
"3.0 out of 5 stars","Left speaker not working in 3 months","Within 3 months left speaker not working."
"3.0 out of 5 stars","Left air bord problem ok plz reten","Left apply air bord problem ok"
"3.0 out of 5 stars","Charging case battery","Case battery drains fast even without using it"
"3.0 out of 5 stars","Not worth the price and the hype","Not worth the price"
"3.0 out of 5 stars","Defective or Used product","Edge and joints looks dirty and used, Defective product or may be used I’m getting defective or used product Kindly replace my product"
"3.0 out of 5 stars","Bill","I want bill of my airpods."
"3.0 out of 5 stars","Good product, by sometimes issue while talking in calls","Having issue while talking in calls, the other person is having problem in hearing me"
"3.0 out of 5 stars","Don't buy to use it with Android","Don't buy to use it with Android"
"3.0 out of 5 stars","I want to know whether its airpods 1st gen or 2nd gen","I want to know whether its airpods 1st gen or 2nd gen"
"3.0 out of 5 stars","All good but have Mic issue","Facing Mic issue. The other perosn hear disturbance."
"3.0 out of 5 stars","Not value for this money","Not value for money and nothing extra compared local one 1k rupees it’s just too high cost not worth for the price better buy something around 4-5k that’s more professional than this price"
"3.0 out of 5 stars","Review","Sound quality is not good as compared to Bose."
"3.0 out of 5 stars","Im not satisfied with this product","Product was unathorised its cap was exchangs with another duplicate cap"
"3.0 out of 5 stars","Another overpriced apple product","Everything is good but way too much overpriced"
"3.0 out of 5 stars","ok product but over price","ok product but over price"
"3.0 out of 5 stars","Ok ok.","This product is ok ok. This airpod have many problem regarding connectivity. Some time phone shown airpod is connected. Some time iphone does not detect airpod but already connected."
"3.0 out of 5 stars","One side of AirPods not working","It’s just been 2 months and one side of the AirPods doesn’t work Need help What to do now ?"
"3.0 out of 5 stars","Unable to get check tha Airpod’s warranty from apple site","Unable to get check tha Airpod’s warranty from apple site, and Purchase date also not being accepted."
"3.0 out of 5 stars","Try not to buy","Not even a month is completed got to know my mic is not working hell out of performance"
"3.0 out of 5 stars","Not working properly","I don’t like this product as after 1 month it’s getting bizarre..... left one is not working properly help me out to replace it soon"
"3.0 out of 5 stars","Replacement for scratched product","I got a damage product the case has 2 minor scratches rest everything is good i want to get replacement for this"
"3.0 out of 5 stars","Not Supported to Android Mobile Phones","This Apple product is not Supported to All Android Mobile Phones"
"3.0 out of 5 stars","mic issue","i had facing mic issue last two months I'll go for applecare for it but they didn't resolve my problem."
"3.0 out of 5 stars","Good product but battery life could have being better","Battery life isn’t good and have to charge it multiple times in every couple of hours."
"3.0 out of 5 stars","Poor connections","not able to hear audio and video at same time 👊🏽👎🏽👎🏽"
"3.0 out of 5 stars","Not a great product","not a very great product , battery life is very disappointing"
"3.0 out of 5 stars","Not good","It's not accurate not finished as well as not working properly"
"3.0 out of 5 stars","AirPods reviews","Overall not worth 12000 plus"
"3.0 out of 5 stars","Show off item","Falls frequently from my ears"
"3.0 out of 5 stars","Pre activated pcs","It’s already pre activated"
"3.0 out of 5 stars","Left speaker not working in 3 months","Within 3 months left speaker not working."
"3.0 out of 5 stars","Left air bord problem ok plz reten","Left apply air bord problem ok"
"3.0 out of 5 stars","Charging case battery","Case battery drains fast even without using it"
"3.0 out of 5 stars","Not worth the price and the hype","Not worth the price"
"3.0 out of 5 stars","Defective or Used product","Edge and joints looks dirty and used, Defective product or may be used I’m getting defective or used product Kindly replace my product"
"3.0 out of 5 stars","Bill","I want bill of my airpods."
"3.0 out of 5 stars","Good product, by sometimes issue while talking in calls","Having issue while talking in calls, the other person is having problem in hearing me"
"3.0 out of 5 stars","Don't buy to use it with Android","Don't buy to use it with Android"
"3.0 out of 5 stars","I want to know whether its airpods 1st gen or 2nd gen","I want to know whether its airpods 1st gen or 2nd gen"
"3.0 out of 5 stars","All good but have Mic issue","Facing Mic issue. The other perosn hear disturbance."
"3.0 out of 5 stars","Not value for this money","Not value for money and nothing extra compared local one 1k rupees it’s just too high cost not worth for the price better buy something around 4-5k that’s more professional than this price"
"3.0 out of 5 stars","Review","Sound quality is not good as compared to Bose."
"3.0 out of 5 stars","Im not satisfied with this product","Product was unathorised its cap was exchangs with another duplicate cap"
"3.0 out of 5 stars","Another overpriced apple product","Everything is good but way too much overpriced"
"3.0 out of 5 stars","ok product but over price","ok product but over price"
"3.0 out of 5 stars","Ok ok.","This product is ok ok. This airpod have many problem regarding connectivity. Some time phone shown airpod is connected. Some time iphone does not detect airpod but already connected."
"3.0 out of 5 stars","One side of AirPods not working","It’s just been 2 months and one side of the AirPods doesn’t work Need help What to do now ?"
"3.0 out of 5 stars","Unable to get check tha Airpod’s warranty from apple site","Unable to get check tha Airpod’s warranty from apple site, and Purchase date also not being accepted."
"3.0 out of 5 stars","Try not to buy","Not even a month is completed got to know my mic is not working hell out of performance"
"3.0 out of 5 stars","Not working properly","I don’t like this product as after 1 month it’s getting bizarre..... left one is not working properly help me out to replace it soon"
"3.0 out of 5 stars","Replacement for scratched product","I got a damage product the case has 2 minor scratches rest everything is good i want to get replacement for this"
"3.0 out of 5 stars","Not Supported to Android Mobile Phones","This Apple product is not Supported to All Android Mobile Phones"
"3.0 out of 5 stars","mic issue","i had facing mic issue last two months I'll go for applecare for it but they didn't resolve my problem."
"3.0 out of 5 stars","Not worth the price and the hype","Not worth the price"
"3.0 out of 5 stars","Defective or Used product","Edge and joints looks dirty and used, Defective product or may be used I’m getting defective or used product Kindly replace my product"
"3.0 out of 5 stars","Bill","I want bill of my airpods."
"3.0 out of 5 stars","Good product, by sometimes issue while talking in calls","Having issue while talking in calls, the other person is having problem in hearing me"
"3.0 out of 5 stars","Don't buy to use it with Android","Don't buy to use it with Android"
"3.0 out of 5 stars","I want to know whether its airpods 1st gen or 2nd gen","I want to know whether its airpods 1st gen or 2nd gen"
"3.0 out of 5 stars","All good but have Mic issue","Facing Mic issue. The other perosn hear disturbance."
"3.0 out of 5 stars","Not value for this money","Not value for money and nothing extra compared local one 1k rupees it’s just too high cost not worth for the price better buy something around 4-5k that’s more professional than this price"
"3.0 out of 5 stars","Review","Sound quality is not good as compared to Bose."
"3.0 out of 5 stars","Im not satisfied with this product","Product was unathorised its cap was exchangs with another duplicate cap"
"3.0 out of 5 stars","Cannot put in the ear for a long time Very painful","Very painful for the ear Not a good recommendation"
"3.0 out of 5 stars","The transparency of the product","There were small scratches on the case , that was lil disappointing"
"3.0 out of 5 stars","Poor fitting in the ears","Not useful when doing activities like cycling, running,etc. It poorly fits"
"3.0 out of 5 stars","Sound leaks in high volume and even in medium","Over all nice but since its apple the prices are high which I would say is not worth it because you can get earbuds with almost the same quality in a lot cheaper prices."
"3.0 out of 5 stars","Fancy product - easy to ise","If you are looking for sound - please don’t go for this product. Please go for Bose with couple of more bucks. It’s a stylish product with no sense of sound"
"3.0 out of 5 stars","Not worth its price","There are better earphones in sony and jbl at this price. Noise cancellation is not good. If I am listening to music people sitting beside me can hear it. And falls from my ear"
"3.0 out of 5 stars","Less Battery Backup","It gives me only 3 hours of battery backup even after charging it fully."
"3.0 out of 5 stars","Not a value for money","Pros :The connectivity with iPhone is great. It pairs immediately with my iPhone 12pro. Battery life is more than sufficient. Very light weight and fits in the ear perfectly. Looks decent as well.  Cons: 1.Sound quality is poor. It is not better than any cheap earphone. One can easily get this quality of sound in earphones which are under Rs 1000 price range. Those who have used Bose Soundsport cannot tolerate this kind of sound quality. 2. There is no cushion or soft pads so after using for sometime it hurts. Not very comfortable for those who use airpods for a long time.  This kind of items cannot be priced above Rs 1000-1500. Only God know why Apple has priced it at 13999."
"3.0 out of 5 stars","Seems like something ..","Seems like charge doesn't exist for long time . Auto connect is not happening . Noise is not clear sometimes ."
"3.0 out of 5 stars","Uncomfortable","Sound quality is good but it is very painful to wear for long hours."
"3.0 out of 5 stars","Bad experince","Dislike"
"3.0 out of 5 stars","The battery life is pretty bad , no noise cancellation","The voice quality is good, but the battery life is very bad zoom call for 60-70 mins and the battery is out and the voice starts cutting. There is Zero noise cancellation. I would like to return this Can I? Its a waste of money"
"3.0 out of 5 stars","Too overpriced.","Have used these and OnePlus buds z. OnePlus is by far better in sound quality and isolation."
"3.0 out of 5 stars","Genuine but received scratched product .","The media could not be loaded. The product is good, I had some confusion regarding the genuineness of the product, I contacted the Amazon customer service and their behaviour was very harsh. Later on after seeing all the reviews & the images of the product I too noticed a lot of scratches on the case of the product. The product is genuine but somehow I feel like it’s a used one, Amazon should replace the same."
